name,version,category,keywords,decscription,url
ecmwfapi,ctr-1.4.1--py27_1,Bioinformatics,Biocontainer,The ecmwfapi package,https//quay.io/repository/biocontainers/ecmwfapi
ecmwfapi,ctr-1.4.1--py_2,Bioinformatics,Biocontainer,The ecmwfapi package,https//quay.io/repository/biocontainers/ecmwfapi
ecmwfapi,ctr-1.4.1--py35_0,Bioinformatics,Biocontainer,The ecmwfapi package,https//quay.io/repository/biocontainers/ecmwfapi
ecmwfapi,ctr-1.4.1--py35_1,Bioinformatics,Biocontainer,The ecmwfapi package,https//quay.io/repository/biocontainers/ecmwfapi
ecmwfapi,ctr-1.4.1--py34_0,Bioinformatics,Biocontainer,The ecmwfapi package,https//quay.io/repository/biocontainers/ecmwfapi
ecmwfapi,ctr-1.4.1--py36_1,Bioinformatics,Biocontainer,The ecmwfapi package,https//quay.io/repository/biocontainers/ecmwfapi
elprep,ctr-4.1.0--0,Variant calling,Sequencing,Is a high-performance tool for preparing .sam/.bam/.cram files for variant calling in sequencing pipelines.It can be used as a drop-in replacement for SAMtools/Picard,https//quay.io/repository/biocontainers/elprep
elprep,ctr-4.0.0--0,Variant calling,Sequencing,Is a high-performance tool for preparing .sam/.bam/.cram files for variant calling in sequencing pipelines.It can be used as a drop-in replacement for SAMtools/Picard,https//quay.io/repository/biocontainers/elprep
elprep,ctr-4.0.1--0,Variant calling,Sequencing,Is a high-performance tool for preparing .sam/.bam/.cram files for variant calling in sequencing pipelines.It can be used as a drop-in replacement for SAMtools/Picard,https//quay.io/repository/biocontainers/elprep
elprep,ctr-4.1.1--0,Variant calling,Sequencing,Is a high-performance tool for preparing .sam/.bam/.cram files for variant calling in sequencing pipelines.It can be used as a drop-in replacement for SAMtools/Picard,https//quay.io/repository/biocontainers/elprep
elprep,ctr-3.04--0,Variant calling,Sequencing,Is a high-performance tool for preparing .sam/.bam/.cram files for variant calling in sequencing pipelines.It can be used as a drop-in replacement for SAMtools/Picard,https//quay.io/repository/biocontainers/elprep
elprep,ctr-3.04--1,Variant calling,Sequencing,Is a high-performance tool for preparing .sam/.bam/.cram files for variant calling in sequencing pipelines.It can be used as a drop-in replacement for SAMtools/Picard,https//quay.io/repository/biocontainers/elprep
crac,ctr-v2.5.0dfsg-1-deb_cv1,Genome indexing,RNA splicing,CRAC is a mapping software specialized for RNA-Seq data. It detects mutations,https//hub.docker.com/r/biocontainers/crac
chimeraslayer,ctr-v20101212dfsg1-1-deb_cv1,Chimeric sequence detection,Sequences,A chimeric sequence detection utility,https//hub.docker.com/r/biocontainers/chimeraslayer
diamond,ctr-0.8.29--0,Sequence alignment analysis,Sequence analysis,Sequence aligner for protein and translated DNA searches and functions as a drop-in replacement for the NCBI BLAST software tools. It is suitable for protein-protein search as well as DNA-protein search on short reads and longer sequences including contigs and assemblies,https//quay.io/repository/biocontainers/diamond
diamond,ctr-0.8.29--1,Sequence alignment analysis,Sequence analysis,Sequence aligner for protein and translated DNA searches and functions as a drop-in replacement for the NCBI BLAST software tools. It is suitable for protein-protein search as well as DNA-protein search on short reads and longer sequences including contigs and assemblies,https//quay.io/repository/biocontainers/diamond
diamond,ctr-0.9.19--1,Sequence alignment analysis,Sequence analysis,Sequence aligner for protein and translated DNA searches and functions as a drop-in replacement for the NCBI BLAST software tools. It is suitable for protein-protein search as well as DNA-protein search on short reads and longer sequences including contigs and assemblies,https//quay.io/repository/biocontainers/diamond
diamond,ctr-0.8.9--boost1.60_1,Sequence alignment analysis,Sequence analysis,Sequence aligner for protein and translated DNA searches and functions as a drop-in replacement for the NCBI BLAST software tools. It is suitable for protein-protein search as well as DNA-protein search on short reads and longer sequences including contigs and assemblies,https//quay.io/repository/biocontainers/diamond
diamond,ctr-0.9.21--1,Sequence alignment analysis,Sequence analysis,Sequence aligner for protein and translated DNA searches and functions as a drop-in replacement for the NCBI BLAST software tools. It is suitable for protein-protein search as well as DNA-protein search on short reads and longer sequences including contigs and assemblies,https//quay.io/repository/biocontainers/diamond
diamond,ctr-0.8.27--0,Sequence alignment analysis,Sequence analysis,Sequence aligner for protein and translated DNA searches and functions as a drop-in replacement for the NCBI BLAST software tools. It is suitable for protein-protein search as well as DNA-protein search on short reads and longer sequences including contigs and assemblies,https//quay.io/repository/biocontainers/diamond
diamond,ctr-0.8.27--1,Sequence alignment analysis,Sequence analysis,Sequence aligner for protein and translated DNA searches and functions as a drop-in replacement for the NCBI BLAST software tools. It is suitable for protein-protein search as well as DNA-protein search on short reads and longer sequences including contigs and assemblies,https//quay.io/repository/biocontainers/diamond
diamond,ctr-0.8.31--1,Sequence alignment analysis,Sequence analysis,Sequence aligner for protein and translated DNA searches and functions as a drop-in replacement for the NCBI BLAST software tools. It is suitable for protein-protein search as well as DNA-protein search on short reads and longer sequences including contigs and assemblies,https//quay.io/repository/biocontainers/diamond
diamond,ctr-0.8.31--0,Sequence alignment analysis,Sequence analysis,Sequence aligner for protein and translated DNA searches and functions as a drop-in replacement for the NCBI BLAST software tools. It is suitable for protein-protein search as well as DNA-protein search on short reads and longer sequences including contigs and assemblies,https//quay.io/repository/biocontainers/diamond
diamond,ctr-0.9.14--1,Sequence alignment analysis,Sequence analysis,Sequence aligner for protein and translated DNA searches and functions as a drop-in replacement for the NCBI BLAST software tools. It is suitable for protein-protein search as well as DNA-protein search on short reads and longer sequences including contigs and assemblies,https//quay.io/repository/biocontainers/diamond
diamond,ctr-0.9.14--0,Sequence alignment analysis,Sequence analysis,Sequence aligner for protein and translated DNA searches and functions as a drop-in replacement for the NCBI BLAST software tools. It is suitable for protein-protein search as well as DNA-protein search on short reads and longer sequences including contigs and assemblies,https//quay.io/repository/biocontainers/diamond
diamond,ctr-0.8.28--1,Sequence alignment analysis,Sequence analysis,Sequence aligner for protein and translated DNA searches and functions as a drop-in replacement for the NCBI BLAST software tools. It is suitable for protein-protein search as well as DNA-protein search on short reads and longer sequences including contigs and assemblies,https//quay.io/repository/biocontainers/diamond
diamond,ctr-0.8.36--1,Sequence alignment analysis,Sequence analysis,Sequence aligner for protein and translated DNA searches and functions as a drop-in replacement for the NCBI BLAST software tools. It is suitable for protein-protein search as well as DNA-protein search on short reads and longer sequences including contigs and assemblies,https//quay.io/repository/biocontainers/diamond
diamond,ctr-0.9.24--ha87ae23_0,Sequence alignment analysis,Sequence analysis,Sequence aligner for protein and translated DNA searches and functions as a drop-in replacement for the NCBI BLAST software tools. It is suitable for protein-protein search as well as DNA-protein search on short reads and longer sequences including contigs and assemblies,https//quay.io/repository/biocontainers/diamond
diamond,ctr-0.8.36--0,Sequence alignment analysis,Sequence analysis,Sequence aligner for protein and translated DNA searches and functions as a drop-in replacement for the NCBI BLAST software tools. It is suitable for protein-protein search as well as DNA-protein search on short reads and longer sequences including contigs and assemblies,https//quay.io/repository/biocontainers/diamond
diamond,ctr-0.7.12--boost1.61_0,Sequence alignment analysis,Sequence analysis,Sequence aligner for protein and translated DNA searches and functions as a drop-in replacement for the NCBI BLAST software tools. It is suitable for protein-protein search as well as DNA-protein search on short reads and longer sequences including contigs and assemblies,https//quay.io/repository/biocontainers/diamond
diamond,ctr-0.8.28--0,Sequence alignment analysis,Sequence analysis,Sequence aligner for protein and translated DNA searches and functions as a drop-in replacement for the NCBI BLAST software tools. It is suitable for protein-protein search as well as DNA-protein search on short reads and longer sequences including contigs and assemblies,https//quay.io/repository/biocontainers/diamond
diamond,ctr-0.8.26--1,Sequence alignment analysis,Sequence analysis,Sequence aligner for protein and translated DNA searches and functions as a drop-in replacement for the NCBI BLAST software tools. It is suitable for protein-protein search as well as DNA-protein search on short reads and longer sequences including contigs and assemblies,https//quay.io/repository/biocontainers/diamond
diamond,ctr-0.8.26--0,Sequence alignment analysis,Sequence analysis,Sequence aligner for protein and translated DNA searches and functions as a drop-in replacement for the NCBI BLAST software tools. It is suitable for protein-protein search as well as DNA-protein search on short reads and longer sequences including contigs and assemblies,https//quay.io/repository/biocontainers/diamond
diamond,ctr-0.8.30--0,Sequence alignment analysis,Sequence analysis,Sequence aligner for protein and translated DNA searches and functions as a drop-in replacement for the NCBI BLAST software tools. It is suitable for protein-protein search as well as DNA-protein search on short reads and longer sequences including contigs and assemblies,https//quay.io/repository/biocontainers/diamond
diamond,ctr-0.8.30--1,Sequence alignment analysis,Sequence analysis,Sequence aligner for protein and translated DNA searches and functions as a drop-in replacement for the NCBI BLAST software tools. It is suitable for protein-protein search as well as DNA-protein search on short reads and longer sequences including contigs and assemblies,https//quay.io/repository/biocontainers/diamond
diamond,ctr-0.7.12--boost1.60_0,Sequence alignment analysis,Sequence analysis,Sequence aligner for protein and translated DNA searches and functions as a drop-in replacement for the NCBI BLAST software tools. It is suitable for protein-protein search as well as DNA-protein search on short reads and longer sequences including contigs and assemblies,https//quay.io/repository/biocontainers/diamond
diamond,ctr-0.8.22--boost1.60_1,Sequence alignment analysis,Sequence analysis,Sequence aligner for protein and translated DNA searches and functions as a drop-in replacement for the NCBI BLAST software tools. It is suitable for protein-protein search as well as DNA-protein search on short reads and longer sequences including contigs and assemblies,https//quay.io/repository/biocontainers/diamond
diamond,ctr-0.9.10--0,Sequence alignment analysis,Sequence analysis,Sequence aligner for protein and translated DNA searches and functions as a drop-in replacement for the NCBI BLAST software tools. It is suitable for protein-protein search as well as DNA-protein search on short reads and longer sequences including contigs and assemblies,https//quay.io/repository/biocontainers/diamond
diamond,ctr-0.9.10--1,Sequence alignment analysis,Sequence analysis,Sequence aligner for protein and translated DNA searches and functions as a drop-in replacement for the NCBI BLAST software tools. It is suitable for protein-protein search as well as DNA-protein search on short reads and longer sequences including contigs and assemblies,https//quay.io/repository/biocontainers/diamond
diamond,ctr-0.7.12--boost1.64_0,Sequence alignment analysis,Sequence analysis,Sequence aligner for protein and translated DNA searches and functions as a drop-in replacement for the NCBI BLAST software tools. It is suitable for protein-protein search as well as DNA-protein search on short reads and longer sequences including contigs and assemblies,https//quay.io/repository/biocontainers/diamond
genclust,ctr-1.0--h470a237_0,Gene expression clustering,Gene expression,New genetic algorithm for clustering gene expression data. It has two key features a a novel coding of the search space that is simple,https//quay.io/repository/biocontainers/genclust
bioperl-run,ctr-v1.7.1-3-deb_cv1,Bioinformatics,Biocontainer,The bioperl-run package,https//hub.docker.com/r/biocontainers/bioperl-run
chewbbaca,ctr-2.0.8--py35_0,Bioinformatics,Biocontainer,The chewbbaca package,https//quay.io/repository/biocontainers/chewbbaca
chewbbaca,ctr-2.0.15--py36_0,Bioinformatics,Biocontainer,The chewbbaca package,https//quay.io/repository/biocontainers/chewbbaca
chewbbaca,ctr-2.0.8--py35_2,Bioinformatics,Biocontainer,The chewbbaca package,https//quay.io/repository/biocontainers/chewbbaca
chewbbaca,ctr-2.0.16--py35_0,Bioinformatics,Biocontainer,The chewbbaca package,https//quay.io/repository/biocontainers/chewbbaca
chewbbaca,ctr-2.0.8--py36_0,Bioinformatics,Biocontainer,The chewbbaca package,https//quay.io/repository/biocontainers/chewbbaca
chewbbaca,ctr-2.0.8--py36_2,Bioinformatics,Biocontainer,The chewbbaca package,https//quay.io/repository/biocontainers/chewbbaca
chewbbaca,ctr-2.0.15--py35_0,Bioinformatics,Biocontainer,The chewbbaca package,https//quay.io/repository/biocontainers/chewbbaca
chewbbaca,ctr-2.0.16--py36_0,Bioinformatics,Biocontainer,The chewbbaca package,https//quay.io/repository/biocontainers/chewbbaca
chewbbaca,ctr-1.0--np113py27_0,Bioinformatics,Biocontainer,The chewbbaca package,https//quay.io/repository/biocontainers/chewbbaca
chewbbaca,ctr-2.0.6--py36_0,Bioinformatics,Biocontainer,The chewbbaca package,https//quay.io/repository/biocontainers/chewbbaca
chewbbaca,ctr-2.0.12--py35_2,Bioinformatics,Biocontainer,The chewbbaca package,https//quay.io/repository/biocontainers/chewbbaca
chewbbaca,ctr-2.0.6--py35_0,Bioinformatics,Biocontainer,The chewbbaca package,https//quay.io/repository/biocontainers/chewbbaca
chewbbaca,ctr-2.0.12--py36_2,Bioinformatics,Biocontainer,The chewbbaca package,https//quay.io/repository/biocontainers/chewbbaca
infernal,ctr-1.1.2--0,Bioinformatics,Biocontainer,The infernal package,https//quay.io/repository/biocontainers/infernal
infernal,ctr-1.1.1--0,Bioinformatics,Biocontainer,The infernal package,https//quay.io/repository/biocontainers/infernal
infernal,ctr-v1.1.2-1-deb_cv1,Bioinformatics,Biocontainer,The infernal package,https//hub.docker.com/r/biocontainers/infernal
infernal,ctr-1.1.2--h470a237_1,Bioinformatics,Biocontainer,The infernal package,https//quay.io/repository/biocontainers/infernal
infernal,ctr-1.1.2--h14c3975_2,Bioinformatics,Biocontainer,The infernal package,https//quay.io/repository/biocontainers/infernal
fastdnaml,ctr-v1.2.2-11b1-deb_cv1,Bioinformatics,Biocontainer,The fastdnaml package,https//hub.docker.com/r/biocontainers/fastdnaml
r-optparse,ctr-1.3.0--r3.2.2_1,Bioinformatics,Biocontainer,The r-optparse package,https//quay.io/repository/biocontainers/r-optparse
r-optparse,ctr-1.3.0--r3.3.1_1,Bioinformatics,Biocontainer,The r-optparse package,https//quay.io/repository/biocontainers/r-optparse
r-optparse,ctr-1.3.2--r3.3.1_0,Bioinformatics,Biocontainer,The r-optparse package,https//quay.io/repository/biocontainers/r-optparse
r-optparse,ctr-1.3.2--r3.3.2_0,Bioinformatics,Biocontainer,The r-optparse package,https//quay.io/repository/biocontainers/r-optparse
kinsimriboswitch,ctr-0.3--pl526r341ha0399c4_0,Bioinformatics,Biocontainer,The kinsimriboswitch package,https//quay.io/repository/biocontainers/kinsimriboswitch
r-fastqcr,ctr-0.1.0--r341_0,Bioinformatics,Biocontainer,The r-fastqcr package,https//quay.io/repository/biocontainers/r-fastqcr
r-fastqcr,ctr-0.1.0--r351h6115d3f_2,Bioinformatics,Biocontainer,The r-fastqcr package,https//quay.io/repository/biocontainers/r-fastqcr
r-fastqcr,ctr-0.1.0--r351h6115d3f_1,Bioinformatics,Biocontainer,The r-fastqcr package,https//quay.io/repository/biocontainers/r-fastqcr
r-fastqcr,ctr-0.1.0--r341h6115d3f_1,Bioinformatics,Biocontainer,The r-fastqcr package,https//quay.io/repository/biocontainers/r-fastqcr
r-fastqcr,ctr-0.1.0--r351_0,Bioinformatics,Biocontainer,The r-fastqcr package,https//quay.io/repository/biocontainers/r-fastqcr
platypus-variant,ctr-0.8.1.1--py27h18118b2_2,Bioinformatics,Biocontainer,The platypus-variant package,https//quay.io/repository/biocontainers/platypus-variant
platypus-variant,ctr-0.8.1.1--py27hdbffeaa_3,Bioinformatics,Biocontainer,The platypus-variant package,https//quay.io/repository/biocontainers/platypus-variant
platypus-variant,ctr-0.8.1.1--htslib1.6_0,Bioinformatics,Biocontainer,The platypus-variant package,https//quay.io/repository/biocontainers/platypus-variant
platypus-variant,ctr-0.8.1.1--htslib1.7_1,Bioinformatics,Biocontainer,The platypus-variant package,https//quay.io/repository/biocontainers/platypus-variant
platypus-variant,ctr-0.8.1.1--htslib1.5_0,Bioinformatics,Biocontainer,The platypus-variant package,https//quay.io/repository/biocontainers/platypus-variant
platypus-variant,ctr-0.8.1--py27_1,Bioinformatics,Biocontainer,The platypus-variant package,https//quay.io/repository/biocontainers/platypus-variant
platypus-variant,ctr-0.8.1--py27_0,Bioinformatics,Biocontainer,The platypus-variant package,https//quay.io/repository/biocontainers/platypus-variant
valet,ctr-1.0--py27pl5.22.0r3.4.1_0,Bioinformatics,Biocontainer,The valet package,https//quay.io/repository/biocontainers/valet
seqan-dev,ctr-v1.4.2dfsg-2-deb_cv1,Bioinformatics,Biocontainer,The seqan-dev package,https//hub.docker.com/r/biocontainers/seqan-dev
ucsc-bedpileups,ctr-366--h5eb252a_0,Bioinformatics,Biocontainer,The ucsc-bedpileups package,https//quay.io/repository/biocontainers/ucsc-bedpileups
ucsc-bedpileups,ctr-357--0,Bioinformatics,Biocontainer,The ucsc-bedpileups package,https//quay.io/repository/biocontainers/ucsc-bedpileups
ucsc-bedpileups,ctr-357--1,Bioinformatics,Biocontainer,The ucsc-bedpileups package,https//quay.io/repository/biocontainers/ucsc-bedpileups
ucsc-bedpileups,ctr-324--0,Bioinformatics,Biocontainer,The ucsc-bedpileups package,https//quay.io/repository/biocontainers/ucsc-bedpileups
ucsc-bedpileups,ctr-332--0,Bioinformatics,Biocontainer,The ucsc-bedpileups package,https//quay.io/repository/biocontainers/ucsc-bedpileups
ucsc-bedgeneparts,ctr-366--h5eb252a_0,Bioinformatics,Biocontainer,The ucsc-bedgeneparts package,https//quay.io/repository/biocontainers/ucsc-bedgeneparts
ucsc-bedgeneparts,ctr-357--0,Bioinformatics,Biocontainer,The ucsc-bedgeneparts package,https//quay.io/repository/biocontainers/ucsc-bedgeneparts
ucsc-bedgeneparts,ctr-357--1,Bioinformatics,Biocontainer,The ucsc-bedgeneparts package,https//quay.io/repository/biocontainers/ucsc-bedgeneparts
ucsc-bedgeneparts,ctr-324--0,Bioinformatics,Biocontainer,The ucsc-bedgeneparts package,https//quay.io/repository/biocontainers/ucsc-bedgeneparts
ucsc-bedgeneparts,ctr-332--0,Bioinformatics,Biocontainer,The ucsc-bedgeneparts package,https//quay.io/repository/biocontainers/ucsc-bedgeneparts
repeatmasker,ctr-4.0.6--pl5.22.0_9,Genome annotation,Sequence analysis,A program that screens DNA sequences for interspersed repeats and low complexity DNA sequences. The output of the program is a detailed annotation of the repeats that are present in the query sequence as well as a modified version of the query sequence in which all the annotated repeats have been masked default replaced by Ns.,https//quay.io/repository/biocontainers/repeatmasker
